Year,Month,Day,Maximum Relative HumidityPct,Minimum Relative HumidityPct,Average Relative HumidityPct,Minimum Wind Chill Index Temperature,Maximum Wind SpeedMph,Minimum Wind SpeedMph,Average Wind SpeedMph,Standard Deviation of Wind Speed at 10m Mph,Maximum Wind GustMph,Maximum Wind Speed at 2m Mph,Minimum Wind Speed at 2m Mph,Average Wind Speed at 2m,Standard Deviation of Wind Speed at 2m Mph,Maximum Solar Radiation MJ/square meters,Total Solar Radiation MJ/square meters
2015,6,22,85.3,33.85,59.14,-996,27.29,7.77,17.74,6.09,36.01,21.9,5.41,14.12,5.23,1030.08,29.78
2015,6,23,89.2,29.1,58.53,-996,19.3,5.53,11.98,3.36,26.08,16,2.52,9.47,3.43,977.39,29.45
2015,6,24,90.2,27.29,57.25,-996,20.51,6.05,12.63,3.49,28.27,16.68,4.08,10.16,3.27,1106.48,29.99
2015,6,25,83.8,32.15,55.96,-996,21.21,8.47,13.85,3.28,33.17,17.45,6.16,11.23,3.03,1096.82,29.39
2015,6,26,81.4,35.89,63.19,-996,18.57,0.97,7.97,3.28,23.76,15.69,0,6.18,3.01,1114.38,19.18
2015,6,27,89.8,28.04,55.1,-996,13.68,1.91,7.81,2.64,20.02,11.58,0,5.65,2.93,1145.12,27.84
2015,6,28,89.9,23.79,50.52,-996,18.59,1.39,8.66,3.92,22.79,15.21,0,6.64,3.91,1020.42,30.48
2015,6,29,93.1,29.1,60.56,-996,39.37,0.25,8.95,5.29,55.45,29.08,0.13,6.66,4.02,1089.79,22.67
2015,6,30,97.2,36.88,65.08,-996,13,0.09,7.17,2.39,18.28,11.19,0,4.89,2.45,980.9,30.34
2015,7,1,93.8,33.82,61.5,-996,22.37,4.72,12.49,4.92,29.53,18.19,1.99,9.52,4.6,976.51,28.05
2015,7,2,86.3,43.31,63.44,-996,19.62,3.87,9.75,3.97,26.96,15.15,1.24,7.15,3.75,1059.06,17.38
2015,7,3,97.6,30.78,69.72,-996,23.69,0.18,6.53,4.34,29.24,18.72,0,4.82,3.6,1138.97,24.55
2015,7,4,94.1,29.71,61.87,-996,21.83,1.51,8.26,3.81,30.98,17.5,0,6.18,3.57,1073.98,28.76
2015,7,5,82.8,35.86,57.65,-996,20.94,7.57,14.32,3.47,29.53,16.55,4.91,11.19,3.04,1102.96,27.93
2015,7,6,96.3,44.14,65.13,-996,23.67,7.41,15.5,3.86,33.46,18.14,5.22,12.09,3.18,1025.69,23.32
2015,7,7,98.7,85.7,92.42,-996,20.92,0.7,12.03,4.47,26.31,16.78,0.04,9.19,3.69,435.04,7.11
2015,7,8,95.6,61.75,80.89,-996,12.94,1.63,6.92,2.02,16.66,9.94,1.16,5.2,1.67,769.26,11.93
2015,7,9,97,48.61,79.25,-996,17.88,0.9,9.22,3.22,22.28,13.94,0.02,6.83,2.7,983.53,16.88
2015,7,10,82.6,41.56,64.57,-996,21.9,8.14,14.79,3.59,28.5,16.84,5.41,11.09,2.96,1047.64,22.64
2015,7,11,76.61,36.06,56.98,-996,23.73,5.92,14.54,3.53,29.89,17.49,3.53,10.82,2.88,973,27.15
2015,7,12,87.1,29.19,57.57,-996,21.12,4.84,12.72,4.53,27.56,16.12,2.57,9.18,3.88,958.07,28.87
2015,7,13,89.3,22.8,53.71,-996,21.99,1.44,11.42,4.72,29.01,16.45,0,8.15,4.1,966.85,29
2015,7,14,93.8,22.14,53.35,-996,19.37,0.28,9.42,4.73,26.89,14.66,0,6.73,3.87,980.9,29.65
2015,7,15,90.5,25.65,53.53,-996,20.02,3.16,10.74,4.21,25.72,15.04,0.41,7.75,3.6,979.14,29.66
2015,7,16,78.15,25.18,50.75,-996,21.27,7.4,14.02,3.54,28.86,15.86,4.59,10.14,2.96,1070.47,28.68
2015,7,17,79.51,27.33,53.42,-996,22.03,1.97,13.38,4.63,28.14,16.31,0.16,9.52,3.75,981.78,29.3
2015,7,18,82.5,26.15,54.26,-996,21.25,6.23,13.57,3.53,28.05,15.5,3.1,9.62,2.9,987.05,29.77
2015,7,19,82.1,29.98,55.28,-996,18.86,0.4,9.84,3.9,26.24,13.58,0,6.86,3.06,1025.69,29.09
2015,7,20,87,29.21,55.94,-996,16.04,0.39,8.27,3.45,23.09,11.81,0,5.61,2.95,1111.75,27.89
2015,7,21,90.5,49.39,67.41,-996,21.56,0.36,10.71,4.17,29.24,16.86,0,8.1,3.32,1173.22,17.5
2015,7,22,95.5,31.18,62.6,-996,17.35,1.04,8.81,3.37,25.86,12.4,0.57,6.09,2.37,952.8,26.19
2015,7,23,81.6,28.84,52.68,-996,16.16,3.74,9.47,3.1,24.76,11.48,0,6.27,2.7,946.65,28.18
2015,7,24,86.1,28.55,53.06,-996,16.37,4.05,9.2,2.92,23.02,11.25,1.88,6.26,2.26,959.82,27.65
2015,7,25,82.1,27.88,52.54,-996,17.12,3.99,10.11,3.26,24.34,12.01,1.64,6.93,2.51,967.73,27.87
2015,7,26,74.61,30.04,49.97,-996,17.73,2.62,9.3,2.95,22.73,12.48,2.1,6.41,2,983.53,28.15
2015,7,27,76.84,31.82,52.47,-996,19.04,5.53,11.27,3.47,26.6,13.07,3.13,7.74,2.52,1004.61,26.29
2015,7,28,74.3,29.82,49.67,-996,19.26,8.07,12.24,2.7,26.31,13.44,5.15,8.38,2.1,944.02,27.98
2015,7,29,81.2,29.27,51.58,-996,12.96,0.86,6.26,2.27,18.28,9.76,0,4.53,1.86,941.38,27.1
2015,7,30,78.55,35.36,55.15,-996,24.11,3.34,9.62,5.22,32.3,19.66,2.33,7.15,4.55,951.92,-996
2015,7,31,87.3,35.01,71.26,-996,21.25,0.07,7.87,4.5,27.34,15.66,0,5.82,3.73,1139.85,20.13
2015,8,1,97.1,66.69,83.57,-996,12.23,0.07,5.03,2.7,16.08,8.61,0,2.99,2.33,794.73,13.7
2015,8,2,96.4,37.73,66.2,-996,17.98,0.23,9.06,3.69,23.09,12.58,0,5.99,2.81,960.7,23.07
2015,8,3,97.5,59.62,77.59,-996,18.57,0.15,7.99,3.2,30.11,12.02,0,5.32,2.19,1088.91,15.35
2015,8,4,97.3,52.73,76.41,-996,17.34,4.23,9.91,2.32,28.21,12.75,2.67,6.52,2.03,903.62,19.45
2015,8,5,92.9,40.9,65.78,-996,14.22,3.5,8.49,1.89,18.92,8.74,1.48,4.85,1.45,1148.63,26.3
2015,8,6,90.6,35.32,59.57,-996,15.71,0.07,8.69,2.98,22.08,9.94,0,4.98,2.21,931.72,27.37
2015,8,7,87.1,28.29,55.71,-996,13.58,1.14,7.61,2.66,19.51,8.53,0,4.36,1.87,945.77,27.56
2015,8,8,71.62,28.48,50.74,-996,15.49,4.77,10.72,2.16,25.14,10.28,2.75,6.71,1.57,944.9,27.7
2015,8,9,72.41,26.29,47.45,-996,14.88,4.06,9.44,2.02,19.15,9.85,0.94,5.89,1.61,943.14,27.36
2015,8,10,73.47,25.59,49.85,-996,19.55,0.81,9.01,3.5,25.5,15.97,0.13,6.39,3.52,1150.38,22.72
2015,8,11,91.8,37.93,61.74,-996,14.6,0.62,8.19,2.49,24.34,12.59,0,6.04,2.38,995.83,19.29
2015,8,12,84.4,31.62,60.46,-996,15.51,2.54,8.22,2.31,23.24,12.61,0,5.98,2.35,1001.98,19.4
2015,8,13,88.2,34.31,56.78,-996,16.11,0.27,8.2,3.11,23.02,11.08,0,5.58,2.47,910.65,23.83
2015,8,14,76.47,46.09,59.28,-996,25.64,5.09,12.06,5.36,31.79,19.33,2.79,8.55,4.29,980.9,20.43
2015,8,15,82.4,30.05,55.11,-996,14.16,4.51,8.75,1.85,20.89,9.79,3.01,6.08,1.53,922.94,25.59
2015,8,16,86.1,22.95,51.42,-996,16.38,2.47,8.08,2.31,20.83,11.45,0,5.32,1.97,925.58,26.34
2015,8,17,77.79,32.41,53.18,-996,13.42,0.66,7.28,2.34,19.08,8.67,0,4.51,1.75,1073.11,22.14
2015,8,18,85.7,30.84,52.09,-996,18.9,1.81,11.05,3.87,29.89,12.68,0,6.82,2.97,933.48,22.51
2015,8,19,98.3,46.04,82.6,-996,32.66,0.07,11.19,7.07,47.71,25.03,0,8.52,5.89,530.49,8.48
2015,8,20,99.1,36.32,69.86,-996,13.87,0.58,6.48,3.21,20.18,10.17,0,3.57,2.97,1005.49,23.88
2015,8,21,94.7,44.05,72.11,-996,18.68,6.12,12.48,2.65,24.7,11.98,3.29,8.02,1.8,923.82,23.11
2015,8,22,89.7,38.27,63.61,-996,16.18,6.71,11.76,1.94,22.28,10.31,2.62,7.28,1.63,908.89,25.49
2015,8,23,92.8,47.89,67.33,-996,26.31,0.48,12.21,6.48,34.34,20.8,0,9.03,5.92,886.06,22.65
2015,8,24,90.3,43.96,66.74,-996,11.1,2.83,6.29,2.04,13.96,7.86,0,4.46,1.84,888.69,24.45
2015,8,25,86.4,40.45,63.98,-996,17.68,1.11,6.42,2.89,27.25,10.96,0.01,4.25,2.23,892.21,-996
2015,8,26,92.6,34.47,64.25,-996,10.47,2.39,6.65,1.58,13.81,7.37,0.18,3.94,1.17,912.4,24.38
2015,8,27,93.1,24.87,57.31,-996,17.56,0.64,8.73,4.06,22.15,10.82,0,5.17,2.88,930.85,23.42
2015,8,28,80.7,30.13,56.59,-996,13.63,0.07,6.61,2.71,18.28,8.42,0,4.04,1.95,1000.22,11.29
2015,8,29,86.7,36.57,60.77,-996,11.52,0.17,5.37,2.1,16.08,9.64,0,3.41,2.16,976.51,18.03
2015,8,30,93.4,29.13,59.86,-996,9.39,0.43,4.89,2.28,11.76,6.46,0,2.8,1.46,918.55,24.46
2015,8,31,82.1,25.3,53.27,-996,16.21,3.03,9.02,2.46,23.38,9.69,0.02,5.2,2,907.14,24.83
2015,9,1,89.6,30.01,56.81,-996,14.46,3.91,9.88,2.12,19.95,9.12,2.07,6.12,1.47,907.14,24.84
2015,9,2,88.1,31.2,56.72,-996,12.72,4.65,8.91,2.02,18.12,8.1,1.38,5.33,1.53,906.26,24.23
2015,9,3,84.5,30.94,55.07,-996,15.71,4.65,10.33,2.7,22.86,10.07,1.67,6.25,2.11,896.6,23.87
2015,9,4,86,31.28,56.55,-996,14.77,5.41,9.5,2.16,19.8,9.67,2.54,5.87,1.67,965.09,24.64
2015,9,5,85.7,33.21,58.57,-996,15.29,5.71,9.79,2.18,20.02,10.21,3.61,6.18,1.48,969.48,21.11
2015,9,6,88.4,28.26,55.44,-996,11.56,2.88,7.72,1.66,16,7.56,2.38,4.7,1.01,922.06,23.95
2015,9,7,84.1,25.11,50.57,-996,11.8,3.13,7.65,1.95,18.79,7.33,0.14,4.53,1.39,888.69,24.16
2015,9,8,92.1,28.71,60.7,-996,19.84,2.26,9.35,2.6,26.08,14.97,0.35,6.33,2.41,955.43,19.18
2015,9,9,97.4,46.71,76.71,-996,13.21,4.24,8.44,2.12,17.98,10.37,1.55,6.14,2.25,1121.41,15.85
2015,9,10,97.3,26.29,64.23,-996,10.58,1.42,5.51,1.91,14.32,6.24,0,3.1,1.36,967.73,24.14
2015,9,11,86.8,39.3,60.74,-996,17.48,0.22,9.77,4.2,24.4,14.72,0,7.21,4.14,1044.13,19.57
2015,9,12,90.4,23.46,51.48,-996,12.6,0.11,6.4,3.13,17.61,8.14,0,3.97,2.29,905.38,23.2
2015,9,13,65.44,33.39,44.99,-996,23.09,2.45,14.24,4.82,32.08,14.38,1.31,8.92,3.3,868.5,22.35
2015,9,14,52.27,22.04,37.81,-996,26.8,8.62,17.52,4.5,37.85,17.22,5.21,10.94,3.05,878.16,22.69
2015,9,15,70.98,24.13,46.18,-996,20.87,7.3,13.58,2.89,29.08,13.37,3.87,8.45,2.17,889.57,23.85
2015,9,16,91.5,33.75,60.99,-996,23.26,7.44,14.86,3.93,32.01,14.94,4.09,9.27,2.73,865.86,22.72
2015,9,17,82.6,27.95,56.46,-996,19.08,7.55,13.09,2.89,27.69,12.81,3.8,8.11,2.22,1047.64,22.06
2015,9,18,83.3,35.05,65.93,-996,24.14,2,10.25,3.15,31.14,18.66,0.23,6.43,2.73,793.85,7.69
2015,9,19,94.2,42.17,65.04,-996,20.51,4.74,11.22,3.71,27.11,16.22,2.47,8.47,3.51,944.02,16.24
2015,9,20,98.7,66.18,82.05,-996,22.37,2.13,10.76,4.81,28.86,15.42,0.32,7.21,3.4,1037.98,11.68
2015,9,21,100,34.52,70.92,-996,12.46,3.09,8.8,1.87,19.51,8.37,0,5.51,1.62,860.59,21.03
2015,9,22,90.6,23.05,55.67,-996,15.14,4.21,9.37,2.74,23.24,9.88,1.92,5.95,2.06,1025.69,18.78
2015,9,23,81.3,37.92,55.83,-996,15.21,1.78,10.08,2.42,21.56,10.84,1.11,6.76,1.76,1017.78,14.04
2015,9,24,63.12,26.97,43.46,-996,15.63,2.1,8.27,2.97,21.99,11.31,0,5.48,2.45,925.58,16.22
2015,9,25,84.3,24.95,55.43,-996,15.35,0.55,4.26,2.25,20.24,11.92,0,2.13,2.1,835.13,21
2015,9,26,95.1,44.9,72.89,-996,22.01,0.61,6.69,4.05,29.75,17.45,0,4.2,3.7,1167.95,12.13
2015,9,27,91.8,26.95,57.46,-996,11.75,1.72,6.87,2.04,16.66,8.6,0,4.09,1.96,854.45,21.1
2015,9,28,89.5,26.72,54.92,-996,11.05,2.38,6.46,1.53,16.08,8.18,1.06,3.82,1.42,824.59,-996
2015,9,29,90.4,27.37,57.78,-996,9.88,0.47,4.78,2.24,14.32,7.81,0,2.55,1.98,860.59,20.17
2015,9,30,88.2,33.04,62.49,-996,14.46,0.71,5.94,2.9,19.15,10.12,0.13,3.98,2.41,939.63,18.23
2015,10,1,97.8,45.67,72.78,-996,16.96,0.15,10.95,3.35,23.02,12.03,0,7.97,2.77,790.34,18.38
2015,10,2,79.73,24.46,51.94,-996,12.61,1.25,6.74,2.12,18.79,10.72,0,4.9,2.35,897.48,11.32
2015,10,3,92.9,38.67,64.28,-996,17.04,3.26,9.24,3.08,24.18,14.73,2.36,7.41,2.8,831.61,10.47
2015,10,4,91.9,38.55,64.82,-996,12.06,2.33,6.84,1.78,16.44,9.96,1.18,5.43,1.72,834.25,16.68
2015,10,5,94.6,62.6,82.44,-996,9.8,0.07,4.09,2.29,12.42,7.99,0,2.66,2.25,468.32,5.97
2015,10,6,100,30.69,67.11,-996,9.99,0.07,4.75,3.19,15.93,6.95,0,2.75,2.18,791.22,19.76
2015,10,7,92.3,28.54,59.67,-996,12.97,1.9,7.72,2.08,19.22,10.16,0.2,5.17,1.87,919.43,18.51
2015,10,8,90.9,32.99,60.94,-996,10.89,0.97,5.59,1.89,13.96,8.75,0,3.45,1.73,980.02,15.5
2015,10,9,94.4,58.22,76.38,-996,20.24,0.07,8.14,5.19,28.95,17.16,0,5.92,5.1,594.6,6.79
2015,10,10,98.2,45.29,71.56,-996,15.21,0.1,6.55,3.73,21.47,10.05,0,3.72,3,813.17,17.73
2015,10,11,94.6,22.65,56.11,-996,19.37,4.49,10.28,4,28.66,12.39,0.17,5.81,3.42,778.92,19.36
2015,10,12,86.6,13.15,42.79,-996,38.03,0.11,13.39,10.13,51.23,32.12,0,9.84,9.91,781.56,19.3
2015,10,13,79.74,11.15,39.02,41.3,12.14,0.25,5.86,2.72,17.98,9,0,3.43,2.2,790.34,19.7
2015,10,14,61.94,12.3,31,-996,13.1,1.04,6.4,2.62,17.68,9.38,0,3.63,2.03,784.19,19.42
2015,10,15,70.59,18.78,34.66,-996,32.5,0.15,10.44,6.52,43.33,28.25,0,6.92,5.86,782.44,18.56
2015,10,16,85.5,29.02,58.94,-996,32.99,2.55,12.94,5.3,43.04,27.54,1.62,10.25,5.14,860.59,11.27
2015,10,17,79.46,27.93,48.6,43.71,14.53,3.72,8.56,2.67,19.22,10.44,0,5.28,2.7,924.7,15.42
2015,10,18,66.08,20.62,39.72,44.91,18.1,4.69,11.62,3.72,25.43,11.95,2.08,7.57,2.61,760.48,18.02
2015,10,19,54.5,22.13,36.28,46.16,22.66,5.65,11.99,4.26,33.04,14.54,2.4,7.51,3.18,832.49,15.79
2015,10,20,63.69,32.08,47.53,-996,18.43,4.82,11.22,3.91,28.14,13.04,1.47,6.96,3.04,855.32,16.12
2015,10,21,91.7,40.28,66.17,-996,19.66,2.69,11.4,4.28,27.69,13.2,1.11,7.6,3.16,803.51,13.17
2015,10,22,100,71.85,93.54,-996,19.8,0.11,10.26,5.77,28.34,14.74,0,7.17,4.54,226.74,2.04
2015,10,23,100,49.55,88.33,-996,16.83,0.07,6.51,3.4,23.89,13.43,0,4.3,2.71,767.51,15.86
2015,10,24,90.1,52.17,67.28,41.47,20.47,1.99,11.25,4.11,29.01,17.32,0.03,8.8,4.04,292.6,5.71
2015,10,25,95.2,29.55,68.93,33.81,14.01,0.7,7.19,2.97,18.92,12.72,0,4.98,3.47,764.87,18.43
2015,10,26,97.1,20.65,67.13,36.95,8.36,1.06,4.85,1.35,10.89,7.05,0,2.69,1.93,789.46,15.97
2015,10,27,97.7,26.36,65.52,39.19,11.24,0.07,5.44,2.85,17.61,8.01,0,2.51,2.37,646.67,15.02
2015,10,28,86.3,32.53,62.97,-996,25.28,0.07,10.27,6.6,38.01,20.2,0,7.51,5.65,681.19,14.94
2015,10,29,94,28.37,64.31,43.06,16.63,2.47,8.37,3.92,22.28,13.49,1.38,6.49,3.18,630.87,14.34
2015,10,30,100,65.99,93.69,-996,25.68,0.67,12.35,6.06,36.01,20.13,0,9.46,4.89,295.94,2.6
2015,10,31,99.5,53.56,86.96,42.72,17.24,0.65,7.49,3.56,22.37,13.44,0,5.19,3.39,728.87,11.36
2015,11,1,100,34.03,75.61,38.41,7.41,0.1,4.12,1.78,9.94,4.75,0,2.23,1.31,687.16,16.2
2015,11,2,100,31.67,76.2,41.31,16.07,0.07,8.11,4.1,22.5,11.03,0,5.16,3.11,669.95,15.89
2015,11,3,99.8,42.15,77.54,-996,16.9,4.82,10.79,2.9,24.27,11.5,2.59,7.12,2.04,660.02,15.55
2015,11,4,100,85.5,94.75,-996,19.53,6.84,12.59,3.18,27.4,13.28,4.17,8.35,2.21,254.84,2.62
2015,11,5,100,20.93,63.86,43.44,26.96,2.46,11.16,4.79,37.2,20.38,0.48,7.64,4.17,658.35,13.79
2015,11,6,98.9,39.59,71.5,35.74,16.13,1.17,5.74,2.56,19.73,11.55,0,3.48,2.46,654.75,15.36
2015,11,7,88.9,37.21,65.53,38.18,18.57,5.2,10.58,3.63,23.76,15.24,1.75,7.96,3.75,651.42,15.31
2015,11,8,97.6,33.9,69.53,34.52,10.37,1.53,5.8,1.61,14.25,6.7,0,3.07,1.79,644.48,14.66
2015,11,9,92.3,47.98,72.72,39.24,17.67,5.18,10.95,3.69,25.57,11.61,1.47,6.69,2.82,721.84,11.3
2015,11,10,100,56.37,83.16,44.48,14.83,5.02,9.36,1.88,19.57,9.56,1.07,5.68,1.46,617.17,10.62
2015,11,11,95.9,17.2,55.5,35.92,27.36,2.98,14.19,6.66,37.85,21.09,0,9.79,5.88,657.21,15.16
2015,11,12,97.5,22.11,60.01,28.79,11.03,0.57,4.85,1.44,15.64,8.98,0,2.75,1.8,645.8,14.98
2015,11,13,89.7,22.56,55.63,31.36,10.4,0.07,5.66,2.41,15.56,7.73,0,3.05,2.08,641.49,14.78
2015,11,14,93.4,32.09,64.56,32.81,17.37,3.83,9.69,3.43,23.47,11.19,0.48,5.96,2.73,680.66,8.91
2015,11,15,98.7,76.62,88.15,-996,19.46,8.28,13.15,2.35,28.5,12.59,5.42,8.48,1.47,175.81,2.53
2015,11,16,100,80.9,95.99,-996,21.94,5.57,15.29,3.35,33.4,14.8,4.1,9.87,2.26,156.58,2.69
2015,11,17,99.9,40.84,65.24,33.07,33.38,5.2,17.75,7.34,46.1,25.3,2.28,12.58,5.81,624.46,12.22
2015,11,18,93.6,27.97,64.09,28.78,21.74,2.07,10.36,4.83,29.37,16.36,0.21,6.54,4.11,597.85,-996
2015,11,19,90.8,36.85,59.98,35.8,20.67,2.08,10.33,5.2,31.05,16.75,0,7.66,4.97,589.59,13.41
2015,11,20,95.3,49.03,76.93,32.22,29.91,0.07,8.6,6.56,39.46,24.14,0,5.01,5.41,573.7,12.89
2015,11,21,87,34.85,62.17,21.95,30.98,4.21,15.61,7.75,45.16,24.47,0.04,11.79,7.08,600.83,13.77
2015,11,22,93.8,29.72,65.33,19.27,13.99,1.98,6.58,2.07,18.99,9.32,0,3.41,1.98,588.54,13.4
2015,11,23,94.5,25.09,65.23,23.95,13.02,0.83,6.81,2.86,17.46,8.51,0,3.68,2.17,595.92,11.2
2015,11,24,95.7,53.02,73.28,32.85,21.14,4.59,12.6,4.39,30.76,13.92,1.99,7.87,3.22,560.44,12.61
2015,11,25,100,49.15,80.75,42.9,20.54,5.1,11.63,4.2,28.43,13.38,2.08,7.23,3.05,634.38,10.69
2015,11,26,99.5,88,96.24,26.56,24.96,3.49,15.56,3.71,33.62,20.94,1.79,11.01,3.76,151.04,1.44
2015,11,27,100,90.8,95.54,20.49,-996,-996,-996,-996,32.14,-996,-996,-996,-996,268.28,1.47
2015,11,28,100,100,100,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,137.78,1.71
2015,11,29,100,93.2,97.77,27.09,-996,-996,-996,-996,14.54,-996,-996,-996,-996,223.58,2.33
2015,11,30,100,83.8,96.39,26.48,10.54,1.4,5.42,1.72,12.86,9.06,0,3.65,1.85,360.57,4.94
2015,12,1,100,53.51,89.41,23.59,8.91,0.07,4.49,2.01,12.86,7.07,0,2.5,1.93,763.12,10.24
2015,12,2,100,34.84,75.52,21.35,16.81,0.74,6.27,2.89,21.63,13.16,0,3.66,2.86,568.96,12.67
2015,12,3,99.5,37.94,76.64,25.26,8.84,0.07,3.91,2.07,9.72,4.57,0,1.95,1.42,568.17,12.65
2015,12,4,97,40.84,76.83,26.73,17.92,0.07,9.21,3.68,24.18,12,0,5.81,2.8,563.78,12.56
2015,12,5,98.1,57.53,83.3,28.78,19.62,3.44,10.7,3.61,27.18,13.75,0.26,6.83,2.86,592.67,11.7
2015,12,6,97.6,31.49,68.34,29.39,14.09,1.23,7.42,2.56,17.54,11.12,0,4.64,2.62,570.54,12.6
2015,12,7,97.2,31.24,70.75,27.42,17.27,1.51,7.31,3.48,23.89,12.34,0,3.93,3.02,589.24,12.25
2015,12,8,94.8,30.98,67.97,29.19,17.2,0.09,6.42,2.61,20.54,12.87,0,3.3,2.43,550.34,9.7
2015,12,9,93.9,28.12,68,32.6,14.28,0.16,7.18,3.01,19.57,9.83,0,4.07,2.27,552.97,11.9
2015,12,10,99.7,26.97,66.09,33.02,25.21,0.08,8.16,6.16,35.72,21.07,0,5.44,5.78,560.53,11.06
2015,12,11,91,34.93,65.32,34.62,13.74,1.33,7.51,2.49,17.03,11.25,0,4.48,2.33,572.12,9.31
2015,12,12,100,75.94,92.74,41.1,21.32,0.69,10.74,4.12,28.27,17.3,1.34,7.84,3.68,397.19,3.05
2015,12,13,96.4,70.89,86.29,-996,25.77,5.94,15.17,4.07,32.3,21.36,4.64,11.58,3.04,370.05,2.83
2015,12,14,94.4,36.54,70.9,-996,17.57,0.96,9.28,3.12,23.24,13.37,0.19,6.36,2.37,564.13,12.42
2015,12,15,93.2,22.88,55.58,-996,25.14,4.01,11.94,4.43,30.4,20.02,0.54,8.36,4.33,557.45,12.22
2015,12,16,93.4,32.36,65.41,28.38,15.44,0.07,6.46,3.14,20.09,12.71,0,4.25,3.02,561.05,-996
2015,12,17,92.9,47.38,75.73,17.7,26.66,2.41,9.6,5.41,33.11,21.74,0,6.98,4.87,673.46,11.31
2015,12,18,100,52.16,80.86,26.18,17.96,0.07,7.79,4.23,22.28,14.56,0,5.47,3.61,553.06,-996
2015,12,19,96,33.23,67.44,21.29,21.23,7.61,13.55,3.1,26.82,16.95,5.02,10.23,2.85,576.25,11.49
2015,12,20,96.6,58.26,79.01,37.79,26.37,7.87,14.09,4.07,35.08,20.65,4.55,10.58,3.59,444.26,6.35
2015,12,21,92.7,35.74,69.06,27.9,16.13,1.24,7.15,3.29,18.99,11.02,0.22,4.47,2.08,546.56,11.91
2015,12,22,97.6,32.27,62.55,26.37,19.77,0.13,10.23,3.99,24.85,15.24,0,7.18,3.54,466.74,7.36
2015,12,23,72.95,30.79,49.94,37.5,24.79,1.68,11.46,5,32.14,19.62,0.2,8.15,4.2,557.28,11.98
2015,12,24,96.2,26.22,58.92,27.37,23.42,0.2,10.6,5.13,31.34,19.6,0,7.45,4.91,546.83,11.73
2015,12,25,94.4,43.95,71.18,22.07,12.03,0.08,6.51,2.45,15.56,9.48,0,4.19,2.37,552.97,7.7
2015,12,26,100,69.41,92.76,20.75,49.53,0.07,21.45,13.54,61.67,40.69,0,16.74,11.66,80.35,0.74
2015,12,27,100,89.9,96.69,17.33,-996,-996,-996,-996,55.25,-996,-996,-996,-996,564.39,4.1
2015,12,28,97.4,74.38,88,20.7,-996,-996,-996,-996,13.23,-996,-996,-996,-996,753.46,12.46
2015,12,29,100,81.7,93.43,17.91,12.98,0.75,6.75,2.5,15.35,10.54,0,5,2.48,759.6,10.59
2015,12,30,100,94.5,97.95,24.36,8.14,0.09,3.9,1.83,9.86,5.95,0,2.99,1.65,235.78,4.07
2015,12,31,100,89.1,94.66,24.93,15.49,2.27,7.6,3.24,20.18,13.13,1.81,6.43,2.89,319.03,3.69
2016,1,1,96.2,52.58,78.12,23.71,13.04,3.53,7.03,2.08,16.08,9.99,0,5.08,2.33,607.07,7.62
2016,1,2,94.6,55.86,81.35,23.1,13.5,0.49,6.4,3.03,16.3,11.45,0,4.14,3.07,563.25,10.19
2016,1,3,96.3,48.79,77.2,19.5,18.41,2.32,9.04,3.83,22.95,14.46,0,6.23,3.92,578.09,12.73
2016,1,4,99.6,53.13,82.13,19.78,10.19,1.14,4.98,1.71,14.54,7.44,0,2.89,1.51,583.53,11.56
2016,1,5,94.7,74.6,87.35,18.57,17.23,4.65,11.42,3.63,21.7,14.27,2.83,8.89,3.33,691.2,7.86
2016,1,6,99.5,86,92.82,31.81,17.68,7.07,11.93,2.01,21.99,13.67,5.69,9.39,1.69,184.59,2.05
2016,1,7,100,52.21,84.84,29.98,24.63,4.49,12.29,5.15,30.4,19.57,1.62,9.1,4.63,563.34,11.89
2016,1,8,100,86.2,93.55,25.12,19.33,2.09,11.54,3.91,23.96,15.6,0,9.09,4.04,337.48,4.31
2016,1,9,100,66.94,86.29,19.61,25.7,2.9,15.93,5.52,31.79,20.54,0.67,12.22,4.72,646.5,10.91
2016,1,10,95.3,52.62,77.6,13.15,10.44,0.92,5.02,2.51,14.1,8.8,0,3.91,2.27,623.05,11.78
2016,1,11,96.6,52.77,76.77,24.16,11.06,0.08,5.76,2.61,14.54,9.25,0,3.79,2.34,577.65,12.46
2016,1,12,98.7,36.07,75.03,18.78,13.31,0.08,6.41,3.41,16.37,10.71,0,3.79,2.38,600.92,13.46
2016,1,13,95.6,41.02,73.8,22.03,9.92,0.07,5.07,1.81,12.42,8.16,0,3.07,1.61,598.9,13.31
2016,1,14,100,33.11,71.88,20.86,22.66,0.16,9.53,6.21,27.56,18.05,0,6.44,5.49,605.05,13.53
2016,1,15,90.3,45.23,68.92,21.58,15.54,0.84,7.76,3.23,20.09,11.41,0.1,5.11,2.45,593.9,12.9
2016,1,16,100,63.01,87.6,22.91,20.13,2.32,8.55,3.7,26.24,16.94,0,6.27,3.39,604.08,5.63
2016,1,17,100,69.77,90.4,11.92,27.92,1.35,11.72,7.49,33.4,-996,-996,-996,-996,681.01,10.83
2016,1,18,92.7,64.13,78.2,12.21,14.14,0.58,7.14,3.03,17.61,12.07,0,5.52,2.82,233.06,5.03
2016,1,19,98.1,63.8,85.91,20.7,28.66,2.21,12.98,6.12,35.72,22.44,0,9.72,5.39,636.58,10.36
